"","puppy","date","M","N"
"1704","Zina 2",2019-11-08,374.903921568627,1020
"1705","Zina 2",2019-11-09,234.603921568627,1020
"1706","Zina 2",2019-11-10,226.714705882353,1020
"1707","Zina 2",2019-11-11,234.526470588235,1020
"1708","Zina 2",2019-11-12,179.698039215686,1020
"1709","Zina 2",2019-11-13,258.700980392157,1020
"1710","Zina 2",2019-11-14,234.796078431373,1020
"1711","Zina 2",2019-11-15,238.557843137255,1020
"1712","Zina 2",2019-11-16,265.069607843137,1020
"1713","Zina 2",2019-11-17,212.517647058824,1020
"1714","Zina 2",2019-11-18,178.700980392157,1020
"1715","Zina 2",2019-11-19,197.973529411765,1020
"1716","Zina 2",2019-11-20,11.1666666666667,1020
"1717","Zina 2",2019-11-21,7.15294117647059,1020
"1718","Zina 2",2019-11-22,4.57843137254902,1020
"1719","Zina 2",2019-11-23,0,1020
"1720","Zina 2",2019-11-24,0,1020
"1721","Zina 2",2019-11-25,0,1020
"1722","Zina 2",2019-11-26,0.046078431372549,1020
"1723","Zina 2",2019-11-27,0.125490196078431,1020
"1724","Zina 2",2019-11-28,0,1020
"1725","Zina 2",2019-11-29,0,1020
"1726","Zina 2",2019-11-30,0,1020
"1727","Zina 2",2019-12-01,0,1020
"1728","Zina 2",2019-12-02,0,1020
"1729","Zina 2",2019-12-03,0,1020
"1730","Zina 2",2019-12-04,0,1020
"1731","Zina 2",2019-12-05,0,1020
"1732","Zina 2",2019-12-06,1.3343137254902,1020
"1733","Zina 2",2019-12-07,0,1020
"1734","Zina 2",2019-12-08,0,1020
"1735","Zina 2",2019-12-09,0.572481572481572,407
"1736","Zindel",2020-01-28,2.63333333333333,1020
"1737","Zindel",2020-01-29,4.11960784313725,1020
"1738","Zindel",2020-01-30,0.137254901960784,1020
"1739","Zindel",2020-01-31,0.399019607843137,1020
"1740","Zindel",2020-02-01,0,1020
"1741","Zindel",2020-02-02,0,1020
"1742","Zindel",2020-02-03,1.95980392156863,1020
"1743","Zindel",2020-02-04,3.95588235294118,1020
"1744","Zindel",2020-02-05,178.435294117647,1020
"1745","Zindel",2020-02-06,274.121568627451,1020
"1746","Zindel",2020-02-07,228.88137254902,1020
"1747","Zindel",2020-02-08,288.039215686275,1020
"1748","Zindel",2020-02-09,326.222549019608,1020
"1749","Zindel",2020-02-10,109.689215686275,1020
"1750","Zindel",2020-02-11,325.587254901961,1020
"1751","Zindel",2020-02-12,161.936274509804,1020
"1752","Zindel",2020-02-13,110.508823529412,1020
"1753","Zindel",2020-02-14,414.706862745098,1020
"1754","Zindel",2020-02-15,356.271568627451,1020
"1755","Zindel",2020-02-16,151.703921568627,1020
"1756","Zindel",2020-02-17,602.820588235294,1020
"1757","Zindel",2020-02-18,84.9794117647059,1020
"1758","Zindel",2020-02-19,515.710784313726,1020
"1759","Zindel",2020-02-20,497.623529411765,1020
"1760","Zindel",2020-02-21,452.313725490196,1020
"1761","Zindel",2020-02-22,419.213725490196,1020
"1762","Zindel",2020-02-23,455.439215686275,1020
"1763","Zindel",2020-02-24,427.152941176471,1020
"1764","Zindel",2020-02-25,338.723529411765,1020
"1765","Zindel",2020-02-26,322.361764705882,1020
"1766","Zindel",2020-02-27,325.174509803922,1020
"1767","Zindel",2020-02-28,282.492156862745,1020
"1768","Zindel",2020-02-29,304.416666666667,1020
"1769","Zindel",2020-03-01,359.832352941176,1020
"1770","Zindel",2020-03-02,312.502941176471,1020
"1771","Zindel",2020-03-03,253.797058823529,1020
"1772","Zindel",2020-03-04,295.327450980392,1020
"1773","Zindel",2020-03-05,312.226470588235,1020
"1774","Zindel",2020-03-06,359.887254901961,1020
"1775","Zindel",2020-03-07,321.501960784314,1020
"1776","Zindel",2020-03-08,267.139215686274,1020
"1777","Zindel",2020-03-09,283.991176470588,1020
"1778","Zindel",2020-03-10,287.858823529412,1020
"1779","Zindel",2020-03-11,47.9921568627451,1020
"1780","Zindel",2020-03-12,37.1794117647059,1020
"1781","Zindel",2020-03-13,7.30098039215686,1020
"1782","Zindel",2020-03-14,0,1020
"1783","Zindel",2020-03-15,0,1020
"1784","Zindel",2020-03-16,0,1020
"1785","Zindel",2020-03-17,0,1020
"1786","Zindel",2020-03-18,0,1020
"1787","Zindel",2020-03-19,0,1020
"1788","Zindel",2020-03-20,0,1020
"1789","Zindel",2020-03-21,0,1020
"1790","Zindel",2020-03-22,0,1020
"1791","Zindel",2020-03-23,0,1020
"1792","Zindel",2020-03-24,0,1020
"1793","Zindel",2020-03-25,0,1020
"1794","Zindel",2020-03-26,0,1020
"1795","Zindel",2020-03-27,0,1020
"1796","Zindel",2020-03-28,0,1020
"1797","Zindel",2020-03-29,0,1020
"1798","Zindel",2020-03-30,0,1020
"1799","Zindel",2020-03-31,0,1020
"1800","Zindel",2020-04-01,0,1020
"1801","Zindel",2020-04-02,0,1020
"1802","Zindel",2020-04-03,0,1020
"1803","Zindel",2020-04-04,0,1020
"1804","Zindel",2020-04-05,0,1020
"1805","Zindel",2020-04-06,0,1020
"1806","Zindel",2020-04-07,0.046078431372549,1020
"1807","Zindel",2020-04-08,0,1020
"1808","Zindel",2020-04-09,0,1020
"1809","Zindel",2020-04-10,0,1020
"1810","Zindel",2020-04-11,0,1020
"1811","Zindel",2020-04-12,0,1020
"1812","Zindel",2020-04-13,0,1020
"1813","Zindel",2020-04-14,0,1020
"1814","Zindel",2020-04-15,0,1020
"1815","Zindel",2020-04-16,0,1020
"1816","Zindel",2020-04-17,0,1020
"1817","Zindel",2020-04-18,0,1020
"1818","Zindel",2020-04-19,0,1020
"1819","Zindel",2020-04-20,0,1020
"1820","Zindel",2020-04-21,0,1020
"1821","Zindel",2020-04-22,0,1020
"1822","Zindel",2020-04-23,0,1020
"1823","Zindel",2020-04-24,0,1020
"1824","Zindel",2020-04-25,0,1020
"1825","Zindel",2020-04-26,0,1020
"1826","Zindel",2020-04-27,0,1020
"1827","Zindel",2020-04-28,0,1020
"1828","Zindel",2020-04-29,0,1020
"1829","Zindel",2020-04-30,0,1020
"1830","Zindel",2020-05-01,0,1020
"1831","Zindel",2020-05-02,0,1020
"1832","Zindel",2020-05-03,0,1020
"1833","Zindel",2020-05-04,0,1020
"1834","Zindel",2020-05-05,0,1020
"1835","Zindel",2020-05-06,0.863636363636364,396
"1836","Zola",2020-01-28,13.8637254901961,1020
"1837","Zola",2020-01-29,9.08529411764706,1020
"1838","Zola",2020-01-30,5.71764705882353,1020
"1839","Zola",2020-01-31,19.6088235294118,1020
"1840","Zola",2020-02-01,0.400980392156863,1020
"1841","Zola",2020-02-02,0,1020
"1842","Zola",2020-02-03,1.83529411764706,1020
"1843","Zola",2020-02-04,33.4029411764706,1020
"1844","Zola",2020-02-05,289.914705882353,1020
"1845","Zola",2020-02-06,317.313725490196,1020
"1846","Zola",2020-02-07,322.817647058824,1020
"1847","Zola",2020-02-08,324.944117647059,1020
"1848","Zola",2020-02-09,390.513725490196,1020
"1849","Zola",2020-02-10,260.391176470588,1020
"1850","Zola",2020-02-11,274.814705882353,1020
"1851","Zola",2020-02-12,335.946078431373,1020
"1852","Zola",2020-02-13,354.950980392157,1020
"1853","Zola",2020-02-14,342.563725490196,1020
"1854","Zola",2020-02-15,391.814705882353,1020
"1855","Zola",2020-02-16,531.716666666667,1020
"1856","Zola",2020-02-17,465.745098039216,1020
"1857","Zola",2020-02-18,448.172549019608,1020
"1858","Zola",2020-02-19,453.823529411765,1020
"1859","Zola",2020-02-20,476.433333333333,1020
"1860","Zola",2020-02-21,423.536274509804,1020
"1861","Zola",2020-02-22,431.199019607843,1020
"1862","Zola",2020-02-23,562.828431372549,1020
"1863","Zola",2020-02-24,381.359803921569,1020
"1864","Zola",2020-02-25,568.403921568627,1020
"1865","Zola",2020-02-26,366.140196078431,1020
"1866","Zola",2020-02-27,285.662745098039,1020
"1867","Zola",2020-02-28,388.843137254902,1020
"1868","Zola",2020-02-29,409.885294117647,1020
"1869","Zola",2020-03-01,434.173529411765,1020
"1870","Zola",2020-03-02,463.467647058824,1020
"1871","Zola",2020-03-03,457.764705882353,1020
"1872","Zola",2020-03-04,328.111764705882,1020
"1873","Zola",2020-03-05,478.763725490196,1020
"1874","Zola",2020-03-06,372.829411764706,1020
"1875","Zola",2020-03-07,510.661764705882,1020
"1876","Zola",2020-03-08,337.169607843137,1020
"1877","Zola",2020-03-09,341.536274509804,1020
"1878","Zola",2020-03-10,396.317647058824,1020
